Title,Subtitle,Author,Author Gender,Country,Original Language,Translator,Publication Year,Pages,ISBN,Cover URL,Fiction / Non-fiction,Primary Genre,Secondary Genre,Subgenre,Audience,Series,Series Name,Series Number,Standalone,Themes,Mood / Reading Experience,,Search Tags,Female Author,Female Protagonist,Women Focus,Collections,Recommendation Occasion,Reading Level,Similar Books,One-line Recommendation,Short Description,Instagram Hook,Instagram Post Topic,Best Posting Month,Chapters.Aur.Chai Rating,Read Status,Date Read,Format Read,Owned,Wishlist,Awards,Bestseller,Adaptation,BookTok Popular,Bookstagram Popular
Love on the Brain,,Ali Hazelwood,Female,Italy/United States,English,,2022,368,,,Fiction,Contemporary Romance,Romantic Comedy,STEM Romance,Adult,No,,,Yes,Love; Engineering; Workplace,Funny; Romantic,Enemies to Lovers,STEM Romance,Yes,Yes,Primary,STEM Romance,Romance Recommendation,Beginner,"The Love Hypothesis; Love, Theoretically",A hilarious enemies-to-lovers romance set in the world of engineering.,"Smart, funny and heartwarming, it's another Ali Hazelwood favorite.",Science + romance = perfection.,STEM Romance Books,February,,,,,Yes,Bestseller,No,Extremely High,Extremely High,,
The Echo of Old Books,,Barbara Davis,Female,United States,English,,2023,432,,,Fiction,Historical Fiction,Mystery,Dual Timeline Fiction,Adult,No,,,Yes,Books; Family Secrets; Love,Atmospheric; Emotional,Books About Books,Historical Fiction,Yes,Yes,Primary,Books About Books,Book Lover Recommendation,Intermediate,The Reading List; The Lost Bookshop,"A magical novel about forgotten books, lost love and second chances.",Barbara Davis celebrates stories that connect generations.,Every old book hides a forgotten life.,Books Every Book Lover Should Read,April,,,,,Yes,Bestseller,No,Moderate,High,,
Me Before You,Me Before You #1,Jojo Moyes,Female,United Kingdom,English,,2012,384,,,Fiction,Contemporary Romance,Women's Fiction,Emotional Drama,Adult,Yes,Me Before You,1,No,Love; Disability; Hope,Emotional; Heartbreaking,Caregiver Romance,Romance,Yes,Yes,Primary,Emotional Romance,Romance Recommendation,Beginner,The Fault in Our Stars; One Day,A deeply emotional love story that stays with readers long after the final page.,"Jojo Moyes explores love, choice and hope with unforgettable characters.",Bring tissues before you start this one.,Heartbreaking Romance Books,February,,,,,Yes,International Bestseller,Film Adaptation,High,Extremely High,,
Fourth Wing,The Empyrean #1,Rebecca Yarros,Female,United States,English,,2023,528,,,Fiction,Fantasy,Romantic Fantasy,Dragon Fantasy,Adult,Yes,The Empyrean,1,No,Dragons; War; Survival,Addictive; Fast-paced,Enemies to Lovers,Romantasy,Yes,Yes,Primary,Romantasy,Fantasy Recommendation,Beginner,Iron Flame; One Dark Window,"Dragons, romance and brutal trials make this one of the biggest fantasy hits in years.",Rebecca Yarros delivers addictive romantasy with unforgettable characters.,The fantasy book everyone is talking about.,Romantasy Starter Pack,October,,,,,Yes,Global Bestseller,TV Adaptation Announced,Extremely High,Extremely High,,
The God of Small Things,,Arundhati Roy,Female,India,English,,1997,340,,,Fiction,Literary Fiction,Family Saga,Contemporary Fiction,Adult,No,,,Yes,Family; Love; Caste,Lyrical; Emotional,Non-linear Narrative,Booker Prize,Yes,Yes,Primary,Indian Literary Fiction,Literary Recommendation,Advanced,A Fine Balance; The Ministry of Utmost Happiness,"A Booker Prize-winning masterpiece exploring family, memory and forbidden love.",Arundhati Roy's lyrical prose transformed Indian English literature.,Every sentence feels like poetry.,Booker Prize Winners,April,,,,,Yes,Booker Prize Winner,No,Moderate,High,,
Krishna: Maha Vishnu Avatar,,Kevin Missal,Male,India,English,,2023,400,,,Fiction,Mythological Fiction,Fantasy,Krishna Retelling,Adult,No,,,Yes,Krishna; Dharma; Divinity,Epic; Action-packed,Divine Hero,Indian Mythology,No,No,Secondary,Krishna Retellings,Mythology Recommendation,Beginner,Krishna; Blue God,Kevin Missal reimagines Krishna's legendary journey with cinematic storytelling.,A modern mythological retelling packed with action and devotion.,Krishna like you've never imagined before.,Modern Mythology Books,August,,,,,Yes,Bestseller,No,Moderate,High,,
The Mars Conspiracy,,Razi,Male,India,English,,2023,320,,,Fiction,Science Fiction,Thriller,Space Thriller,Adult,No,,,Yes,Mars; Conspiracy; Technology,Fast-paced; Suspenseful,Space Mission,Sci-Fi,No,No,Secondary,Indian Science Fiction,Sci-Fi Recommendation,Intermediate,Project Hail Mary; Dark Matter,A gripping sci-fi thriller built around a dangerous conspiracy on Mars.,"Mystery, technology and survival collide in this fast-paced adventure.",Mars isn't as empty as we thought.,Science Fiction by Indian Authors,November,,,,,Yes,Popular Release,No,Low,Moderate,,
"Love, Swipe, Blackmail",,Nitish Bhushan,Male,India,English,,2024,300,,,Fiction,Romantic Thriller,Contemporary Fiction,Tech Thriller,Adult,No,,,Yes,Dating Apps; Crime; Secrets,Fast-paced; Twisty,Online Dating,Indian Thriller,No,Yes,Primary,Indian Contemporary Thrillers,Thriller Recommendation,Beginner,Love Story; Shadow Play: Love & Blackmail,"Romance, technology and crime collide in this contemporary thriller.",Nitish Bhushan explores the dark side of online dating and digital relationships.,Would you trust someone you met online?,Tech Thrillers by Indian Authors,July,,,,,Yes,Popular Release,No,Moderate,Moderate,,
Days at the Morisaki Bookshop,Days at the Morisaki Bookshop #1,Satoshi Yagisawa,Male,Japan,Japanese,Eric Ozawa,2009,160,,,Fiction,Literary Fiction,Slice of Life,Cozy Fiction,Adult,Yes,Days at the Morisaki Bookshop,1,No,Books; Healing; Family,Cozy; Comforting,Bookshop Setting,Japanese Literature,No,Yes,Primary,Japanese Healing Fiction,Cozy Recommendation,Beginner,What You Are Looking For Is in the Library; Welcome to the Hyunam-Dong Bookshop,A heartwarming Japanese novel about healing through books and quiet moments.,A comforting story for every reader who believes books can change lives.,The cozy book every book lover deserves.,Healing Japanese Fiction,January,,,,,Yes,International Bestseller,Film Adaptation,High,Extremely High,,
Ahalya,,Koral Dasgupta,Female,India,English,,2020,280,,,Fiction,Mythological Fiction,Historical Fiction,Ramayana Retelling,Adult,Yes,The Sati Series,1,No,Ahalya; Redemption; Womanhood,Emotional; Reflective,Feminist Retelling,Indian Mythology,Yes,Yes,Primary,The Sati Series,Mythology Recommendation,Beginner,Menaka's Choice; Ahalya's Awakening,A feminist retelling that gives one of mythology's most misunderstood women her voice.,Koral Dasgupta begins her acclaimed Sati Series with Ahalya's story.,She was never just a footnote in mythology.,Women of Indian Mythology,August,,,,,Yes,Popular Series,No,Moderate,High,,
The Divine Sword,,Rita Chowdhury,Female,India,English,,2023,360,,,Fiction,Historical Fiction,Mythological Fiction,Ancient India,Adult,No,,,Yes,Power; History; Destiny,Epic; Atmospheric,Historical Adventure,Indian Historical Fiction,Yes,Yes,Primary,Indian Historical Fiction,Historical Fiction Recommendation,Intermediate,The Hidden Hindu; The Brahmin,"A rich historical novel weaving mythology, history and adventure together.",Rita Chowdhury creates an immersive story rooted in India's cultural heritage.,Ancient India still has stories left to tell.,Historical Fiction by Indian Authors,September,,,,,Yes,Critically Acclaimed,No,Moderate,Moderate,,
Scarecrow / Seven Ancient Wonders,,Matthew Reilly,Male,Australia,English,,2005 / 2003,500,,,Fiction,Action Thriller,Adventure,Archaeological Thriller,Adult,Yes,Shane Schofield / Jack West Jr.,Various,No,Ancient Wonders; Military Action; Treasure Hunt,Fast-paced; Cinematic,Race Against Time,Action Thriller,No,No,Secondary,Action Adventure Series,Adventure Recommendation,Beginner,The Da Vinci Code; Ice Station,"Matthew Reilly delivers explosive action, impossible missions and relentless pacing.","Whether it's Jack West Jr. or Shane Schofield, expect nonstop cinematic thrills.",Blink once and you'll miss another explosion.,Fast-Paced Action Thrillers,November,,,,,Yes,International Bestseller,Film Rights Optioned,Moderate,Moderate,,
Kaalchakra: The Rise of Kalki,,Aaditya Sengupta Dhar,Male,India,English,,2024,360,,,Fiction,Mythological Fantasy,Adventure,Kalki Fiction,Adult,Yes,Kaalchakra,1,No,Kalki; Prophecy; Dharma,Epic; Fast-paced,Chosen One,Indian Mythology,No,No,Secondary,Indian Mythological Fantasy,Mythology Recommendation,Beginner,The Hidden Hindu; Kalki Trilogy,A thrilling modern fantasy inspired by the prophecy of Kalki.,"Aaditya Sengupta Dhar blends mythology, action and prophecy into an exciting adventure.",What if Kalki's story has already begun?,Modern Indian Mythology Books,August,,,,,Yes,Popular Release,No,Moderate,High,,
The Lost Bookshop,,Evie Woods,Female,Ireland,English,,2023,448,,,Fiction,Magical Realism,Historical Fiction,Books About Books,Adult,No,,,Yes,Books; Hope; Second Chances,Cozy; Emotional,Hidden Bookshop,Book Lover Fiction,Yes,Yes,Primary,Books About Books,Cozy Recommendation,Beginner,Days at the Morisaki Bookshop; The Reading List,"A magical celebration of books, hope and second chances.",Evie Woods creates an enchanting story about a hidden bookshop that changes lives.,Every book lover deserves to visit this bookshop.,Cozy Bookshop Fiction,January,,,,,Yes,International Bestseller,No,High,Extremely High,,
Bride,Bride #1,Ali Hazelwood,Female,Italy/United States,English,,2024,416,,,Fiction,Paranormal Romance,Fantasy,Vampire Romance,Adult,Yes,Bride,1,No,Vampires; Werewolves; Love,Romantic; Funny,Marriage of Convenience,Romantasy,Yes,Yes,Primary,Romantasy,Romance Recommendation,Beginner,Fourth Wing; The Serpent and the Wings of Night,Ali Hazelwood brings her signature humor to vampires and werewolves.,A witty paranormal romance packed with chemistry and supernatural intrigue.,"Ali Hazelwood writing vampires? Yes, please.",Best Romantasy Books,October,,,,,Yes,Bestseller,No,Extremely High,Extremely High,,
The Forty Rules of Love,,Elif Shafak,Female,Turkey,English,,2009,368,,,Fiction,Literary Fiction,Historical Fiction,Spiritual Fiction,Adult,No,,,Yes,Love; Sufism; Transformation,Reflective; Philosophical,Dual Timeline,Literary Fiction,Yes,Yes,Primary,Literary Fiction,Inspirational Recommendation,Intermediate,The Alchemist; The Prophet,"A deeply moving novel exploring love, spirituality and self-discovery.",Elif Shafak intertwines modern life with the story of Rumi and Shams of Tabriz.,Some books arrive exactly when you need them.,Books That Change Your Perspective,February,,,,,Yes,International Bestseller,No,High,High,,
The Henna Artist,The Jaipur Trilogy #1,Alka Joshi,Female,India,English,,2020,384,,,Fiction,Historical Fiction,Women's Fiction,Post-Independence India,Adult,Yes,The Jaipur Trilogy,1,No,Identity; Freedom; Family,Immersive; Emotional,Strong Female Lead,Indian Historical Fiction,Yes,Yes,Primary,Jaipur Trilogy,Historical Fiction Recommendation,Beginner,Before We Visit the Goddess; The Book of Everlasting Things,"A richly detailed story of resilience, ambition and self-discovery in post-independence India.",Alka Joshi's bestselling novel introduces the unforgettable Lakshmi.,Jaipur has never looked more beautiful on paper.,Historical Fiction by Indian Women,March,,,,,Yes,International Bestseller,TV Adaptation Announced,High,High,,
A Thousand Ships,,Natalie Haynes,Female,United Kingdom,English,,2019,352,,,Fiction,Mythological Fiction,Historical Fiction,Greek Myth Retelling,Adult,No,,,Yes,Trojan War; Women; Survival,Emotional; Poignant,Feminist Retelling,Greek Mythology,Yes,Yes,Primary,Greek Mythology Retellings,Mythology Recommendation,Intermediate,Ariadne; The Women of Troy,The Trojan War retold through the voices of its forgotten women.,Natalie Haynes gives agency and depth to women history almost ignored.,History remembers heroes. This book remembers women.,Feminist Greek Myth Retellings,May,,,,,Yes,Critically Acclaimed,No,High,High,,
The Ramayana,A Modern Retelling of the Great Indian Epic,Ramesh Menon,Male,India,English,,2004,640,,,Fiction,Mythological Fiction,Epic Literature,Ramayana Retelling,Adult,No,,,Yes,Dharma; Duty; Good vs Evil,Epic; Immersive,Classic Retelling,Ramayana,No,No,Secondary,Ramayana Retellings,Mythology Recommendation,Beginner,Ramayana Unravelled; Jaya,One of the most accessible modern retellings of the Ramayana.,Ramesh Menon balances literary elegance with faithfulness to Valmiki's epic.,A timeless epic told for modern readers.,Best Ramayana Books,August,,,,,Yes,Bestseller,No,Moderate,High,,
The Book of Everlasting Things,,Aanchal Malhotra,Female,India,English,,2023,400,,,Fiction,Historical Fiction,Literary Fiction,Partition Fiction,Adult,No,,,Yes,Partition; Love; Memory,Emotional; Literary,Star-crossed Lovers,Partition Literature,Yes,Yes,Primary,Partition Literature,Historical Fiction Recommendation,Intermediate,A Thousand Splendid Suns; The Island of Missing Trees,A moving love story set against the backdrop of Partition.,"Aanchal Malhotra combines history, grief and hope into an unforgettable novel.",Some love stories survive history itself.,Partition Fiction Recommendations,August,,,,,Yes,Critically Acclaimed,No,Moderate,High,,
Crime and Punishment,,Fyodor Dostoevsky,Male,Russia,Russian,Constance Garnett (commonly),1866,671,,,Fiction,Classic Literature,Psychological Fiction,Philosophical Novel,Adult,No,,,Yes,Guilt; Morality; Redemption,Dark; Introspective,Antihero,Russian Classics,No,No,Secondary,Russian Classics,Classic Recommendation,Advanced,The Brothers Karamazov; The Stranger,One of the greatest psychological novels ever written.,"Dostoevsky explores guilt, morality and redemption through an unforgettable antihero.",A classic that still feels disturbingly modern.,Classic Books Everyone Should Read,November,,,,,Yes,Literary Classic,Multiple Adaptations,Moderate,High,,
The Six Sacred Stones,Jack West Jr. #2,Matthew Reilly,Male,Australia,English,,2007,528,,,Fiction,Action Thriller,Adventure,Archaeological Thriller,Adult,Yes,Jack West Jr.,2,No,Ancient Wonders; Survival,Fast-paced; Cinematic,Treasure Hunt,Action Adventure,No,No,Secondary,Jack West Jr. Series,Adventure Recommendation,Beginner,Seven Ancient Wonders; The Five Greatest Warriors,"Archaeology, puzzles and nonstop action make this impossible to put down.",Matthew Reilly raises the stakes in Jack West Jr.'s globe-trotting adventure.,Indiana Jones meets Mission Impossible.,Action Adventure Series,November,,,,,Yes,Bestseller,No,Moderate,Moderate,,
A Good Girl's Guide to Murder,A Good Girl's Guide to Murder #1,Holly Jackson,Female,United Kingdom,English,,2019,433,,,Fiction,Young Adult Mystery,Thriller,Crime Fiction,Young Adult,Yes,A Good Girl's Guide to Murder,1,No,Murder; Investigation; Secrets,Addictive; Suspenseful,Amateur Detective,YA Mystery,Yes,Yes,Primary,YA Mystery,Mystery Recommendation,Beginner,One of Us Is Lying; Truly Devious,A clever YA mystery packed with twists and unforgettable characters.,Holly Jackson launches one of the most beloved mystery series of recent years.,Don't trust anyone until the last page.,Best YA Mystery Books,October,,,,,Yes,Global Bestseller,TV Series,Extremely High,Extremely High,,
All the Lovers in the Night,,Mieko Kawakami,Female,Japan,Japanese,Sam Bett & David Boyd,2021,224,,,Fiction,Literary Fiction,Contemporary Fiction,Japanese Literature,Adult,No,,,Yes,Loneliness; Healing; Identity,Quiet; Reflective,Character Study,Japanese Fiction,Yes,Yes,Primary,Japanese Literary Fiction,Literary Recommendation,Intermediate,Breasts and Eggs; Convenience Store Woman,"A quiet, introspective novel about loneliness and finding connection.",Mieko Kawakami writes with remarkable emotional honesty and subtle beauty.,Sometimes silence tells the loudest story.,Japanese Literary Fiction,January,,,,,Yes,Critically Acclaimed,No,Moderate,High,,
The Khandavaprastha Conspiracy,The Mahabharata Quest #3,Christopher C. Doyle,Male,India,English,,2023,384,,,Fiction,Mythological Thriller,Adventure,Archaeological Thriller,Adult,Yes,The Mahabharata Quest,3,No,Mahabharata; Ancient Secrets,Suspenseful; Fast-paced,Hidden History,Mythology Thriller,No,No,Secondary,Mahabharata Quest,Mythology Recommendation,Intermediate,The Mahabharata Secret; Son of Bhrigu,"Mythology, archaeology and conspiracy merge in this thrilling adventure.",Christopher C. Doyle expands his Mahabharata Quest series with another gripping mystery.,Ancient India still hides dangerous secrets.,Indian Mythology Thrillers,August,,,,,Yes,Popular Series,No,Moderate,High,,
The One Impossible Labyrinth,Jack West Jr. #7,Matthew Reilly,Male,Australia,English,,2023,480,,,Fiction,Action Thriller,Adventure,Archaeological Thriller,Adult,Yes,Jack West Jr.,7,No,Global Adventure; Ancient Mysteries,Action-packed; Cinematic,Impossible Quest,Adventure Thriller,No,No,Secondary,Jack West Jr. Series,Adventure Recommendation,Beginner,The Two Lost Mountains; The Three Secret Cities,Another breathtaking race through history's greatest mysteries.,Matthew Reilly delivers blockbuster action from beginning to end.,Impossible missions are Jack West's specialty.,Adventure Books for Thriller Fans,November,,,,,Yes,Bestseller,No,Moderate,Moderate,,
